Transaction_ID,Date,Department,Vendor_Name,Employee_ID,Amount_INR,Payment_Method,Invoice_Number,Approval_Status,Risk_Category,Audit_Flag,Location,Expense_Type,Duplicate_Transaction,Late_Payment,Outside_Business_Hours
TXN00655,2024-03-04 09:15:00,Procurement,Dr Reddy Labs,EMP1318,44297.87,Bank Transfer,INV622952,Approved,Low,No,Mumbai,Salary,No,No,No
TXN00192,2024-05-09 21:09:00,Procurement,ITC Ltd,EMP1038,227288.03,Credit Card,INV710527,Approved,Low,No,Kolkata,Consulting,No,Yes,Yes
TXN00828,2024-12-05 19:30:00,Finance,Pidilite Industries,EMP1274,390370.93,Bank Transfer,INV637566,Rejected,High,Yes,Pune,Miscellaneous,Yes,No,No
TXN00322,2024-02-09 23:04:00,Finance,Colgate,EMP1324,20441.14,Credit Card,INV524814,Pending,Low,Yes,Hyderabad,Consulting,No,No,Yes
TXN00939,2024-12-18 08:39:00,Procurement,Eaton India,EMP1299,466866.31,Credit Card,INV607755,Pending,High,Yes,Bangalore,Equipment,No,Yes,No
TXN00353,2024-03-31 13:31:00,HR,Eaton India,EMP1265,269321.38,Bank Transfer,INV610258,Approved,Low,No,Kolkata,Travel,No,No,Yes
TXN00749,2024-03-21 08:05:00,IT,ITC Ltd,EMP1487,66941.01,Bank Transfer,INV749114,Approved,Low,No,Delhi,Infrastructure,No,No,Yes
TXN00489,2024-12-30 17:18:00,HR,Mahindra & Mahindra,EMP1430,355515.02,Cheque,INV933048,Approved,Low,Yes,Pune,Consulting,No,No,No
TXN00416,2024-04-17 22:13:00,IT,HCL Tech,EMP1056,287826.7,UPI,INV654640,Rejected,Low,Yes,Hyderabad,Miscellaneous,No,No,Yes
TXN00580,2024-09-27 19:58:00,HR,HUL,EMP1229,323720.28,Cheque,INV754688,Pending,Medium,No,Kolkata,Infrastructure,No,No,Yes
TXN00266,2024-08-16 05:55:00,Procurement,3M India,EMP1283,178131.15,Bank Transfer,INV371224,Approved,Medium,No,Kolkata,Travel,No,No,Yes
TXN00835,2024-12-22 13:23:00,Finance,Sun Pharma,EMP1380,256868.32,Cash,INV112884,Approved,High,Yes,Bangalore,Salary,Yes,No,Yes
TXN00923,2024-11-19 06:57:00,HR,Marico Ltd,EMP1008,375140.77,Cheque,INV376169,Pending,High,Yes,Ahmedabad,Software,No,Yes,No
TXN00965,2024-06-05 03:39:00,Sales,ABB India,EMP1278,531199.52,Cash,INV181239,Pending,High,Yes,Delhi,Software,No,Yes,Yes
TXN00702,2024-04-23 12:06:00,Finance,Mahindra & Mahindra,EMP1270,365522.07,Bank Transfer,INV961240,Pending,Low,No,Hyderabad,Consulting,No,No,No
TXN00029,2024-04-12 14:22:00,Sales,Sun Pharma,EMP1115,16713.9,Bank Transfer,INV444207,Approved,Low,No,Pune,Software,No,No,No
TXN00234,2024-11-04 01:13:00,Sales,SBI,EMP1047,357022.91,UPI,INV515492,Approved,Medium,No,Bangalore,Travel,No,No,Yes
TXN00838,2024-02-25 08:56:00,IT,Havells India,EMP1035,435861.14,Bank Transfer,INV700896,Approved,High,Yes,Kolkata,Miscellaneous,Yes,No,Yes
TXN00983,2024-12-14 01:57:00,HR,Asian Paints,EMP1028,334482.84,Bank Transfer,INV286650,Approved,High,Yes,Pune,Miscellaneous,No,Yes,Yes
TXN00637,2024-06-18 18:40:00,IT,Johnson Controls,EMP1294,434137.65,UPI,INV314124,Rejected,Low,Yes,Kolkata,Salary,No,No,Yes
TXN00857,2024-10-30 03:03:00,HR,Tech Mahindra,EMP1363,79759.68,Bank Transfer,INV578160,Approved,High,Yes,Ahmedabad,Software,Yes,No,No
TXN00986,2024-08-10 23:41:00,Sales,Bajaj Auto,EMP1176,574740.37,UPI,INV678406,Pending,High,Yes,Hyderabad,Travel,No,Yes,Yes
TXN00159,2024-12-06 06:48:00,HR,Johnson Controls,EMP1448,394748.49,Bank Transfer,INV653829,Approved,Low,No,Mumbai,Infrastructure,No,No,Yes
TXN00302,2024-01-07 16:06:00,Finance,ITC Ltd,EMP1075,31267.17,Bank Transfer,INV379947,Pending,Low,No,Hyderabad,Salary,No,No,Yes
TXN00577,2024-08-07 13:58:00,Procurement,Marico Ltd,EMP1488,426933.29,Credit Card,INV479347,Rejected,Low,Yes,Mumbai,Software,No,No,No
TXN00487,2024-11-26 10:26:00,IT,Pidilite Industries,EMP1336,324795.36,Bank Transfer,INV722180,Approved,Low,No,Ahmedabad,Equipment,No,No,No
TXN00313,2024-04-26 08:26:00,Procurement,Dabur India,EMP1323,205201.77,Bank Transfer,INV508422,Approved,Low,No,Delhi,Infrastructure,No,No,Yes
TXN00697,2024-03-12 18:31:00,Sales,Bosch India,EMP1467,493079.66,Bank Transfer,INV664353,Approved,Medium,No,Mumbai,Salary,No,Yes,Yes
TXN00315,2024-12-04 00:30:00,HR,Siemens India,EMP1113,72508.82,Bank Transfer,INV936223,Pending,Low,No,Hyderabad,Software,No,No,Yes
TXN00731,2024-10-25 03:46:00,Procurement,Cipla Ltd,EMP1446,314983.67,Credit Card,INV316173,Pending,Low,No,Kolkata,Salary,No,No,Yes
TXN00977,2024-08-15 00:45:00,Sales,HDFC Bank,EMP1440,458062.61,Cash,INV786927,Pending,High,Yes,Mumbai,Equipment,No,Yes,Yes
TXN00854,2024-09-06 09:04:00,Procurement,Bosch India,EMP1153,209488.09,Cheque,INV258102,Approved,High,Yes,Ahmedabad,Salary,Yes,No,Yes
TXN00947,2024-07-30 06:35:00,HR,Infosys Ltd,EMP1019,1291400.65,UPI,INV207500,Pending,High,Yes,Ahmedabad,Travel,No,Yes,No
TXN00027,2024-05-07 21:06:00,Sales,ABB India,EMP1453,437982.8,UPI,INV885884,Approved,High,Yes,Bangalore,Infrastructure,No,No,Yes
TXN00667,2024-02-11 16:58:00,HR,Britannia,EMP1085,415726.03,Bank Transfer,INV416900,Approved,Low,No,Hyderabad,Software,No,No,Yes
TXN00535,2024-05-22 04:23:00,Procurement,Godrej Industries,EMP1421,157544.84,Credit Card,INV735242,Approved,Medium,No,Mumbai,Software,No,No,Yes
TXN00152,2024-03-21 13:41:00,Procurement,Emami Ltd,EMP1334,103730.71,UPI,INV436768,Approved,Low,No,Chennai,Consulting,No,No,No
TXN00144,2024-11-11 23:53:00,Sales,3M India,EMP1173,256120.92,Bank Transfer,INV613641,Approved,Low,No,Pune,Equipment,No,No,Yes
TXN00895,2024-04-10 17:38:00,Procurement,TCS,EMP1283,5616300.04,Bank Transfer,INV495552,Pending,High,Yes,Kolkata,Software,No,Yes,Yes
TXN00974,2024-05-19 02:41:00,Procurement,HUL,EMP1023,796803.39,UPI,INV365329,Approved,High,Yes,Mumbai,Consulting,No,Yes,Yes
TXN00937,2024-04-22 21:12:00,Sales,Emami Ltd,EMP1078,804084.68,Bank Transfer,INV869194,Pending,High,Yes,Bangalore,Salary,No,Yes,No
TXN00962,2024-09-25 03:53:00,Finance,Berger Paints,EMP1214,184419.34,Bank Transfer,INV170304,Pending,High,Yes,Mumbai,Equipment,No,Yes,Yes
TXN00339,2024-11-21 00:51:00,Finance,SBI,EMP1242,463301.58,Bank Transfer,INV167193,Approved,Low,No,Kolkata,Miscellaneous,No,No,Yes
TXN00756,2024-12-15 12:15:00,HR,Schneider Electric,EMP1311,42124.15,Bank Transfer,INV758285,Rejected,Low,Yes,Mumbai,Salary,No,No,Yes
TXN00303,2024-12-19 09:13:00,IT,Wipro Technologies,EMP1184,407942.98,Bank Transfer,INV808340,Approved,Medium,No,Kolkata,Salary,No,No,No
TXN00351,2024-05-01 08:30:00,IT,Pidilite Industries,EMP1188,96037.27,Bank Transfer,INV539450,Approved,Low,No,Hyderabad,Miscellaneous,No,No,Yes
TXN00591,2024-11-06 04:48:00,HR,Colgate,EMP1326,233163.4,Bank Transfer,INV570888,Approved,Medium,Yes,Kolkata,Miscellaneous,No,No,Yes
TXN00602,2024-10-11 08:56:00,Procurement,Bajaj Auto,EMP1313,254886.02,Cheque,INV815234,Rejected,Medium,Yes,Ahmedabad,Equipment,No,No,Yes
TXN00504,2024-04-06 17:39:00,IT,Siemens India,EMP1365,277800.85,Credit Card,INV219502,Approved,High,Yes,Delhi,Infrastructure,No,No,Yes
TXN00863,2024-07-23 03:57:00,Sales,Asian Paints,EMP1306,4330518.5,Bank Transfer,INV811902,Pending,High,Yes,Bangalore,Software,No,Yes,Yes
TXN00076,2024-12-24 09:01:00,Procurement,Biocon,EMP1005,285134.86,Credit Card,INV880841,Rejected,High,Yes,Ahmedabad,Infrastructure,No,No,No
TXN00338,2024-03-11 21:07:00,HR,Dabur India,EMP1401,351159.16,Bank Transfer,INV324875,Approved,Medium,No,Mumbai,Salary,No,No,Yes
TXN00705,2024-12-13 19:26:00,Procurement,Mahindra & Mahindra,EMP1225,493191.91,Credit Card,INV626625,Approved,High,Yes,Chennai,Equipment,No,No,Yes
TXN00271,2024-05-03 01:51:00,IT,HUL,EMP1339,163194.94,Bank Transfer,INV126691,Approved,High,Yes,Hyderabad,Miscellaneous,No,No,Yes
TXN00752,2024-10-16 01:36:00,Procurement,Wipro Technologies,EMP1025,160717.24,Cheque,INV108890,Rejected,Medium,Yes,Kolkata,Consulting,No,No,Yes
TXN00495,2024-08-06 11:24:00,Sales,Infosys Ltd,EMP1146,175735.51,Bank Transfer,INV567220,Pending,Low,No,Ahmedabad,Software,No,No,No
TXN00249,2024-02-15 22:42:00,Sales,Dabur India,EMP1006,136280.16,Bank Transfer,INV171087,Approved,Medium,No,Mumbai,Miscellaneous,No,No,Yes
TXN00146,2024-11-13 12:09:00,HR,Wipro Technologies,EMP1294,474361.56,Bank Transfer,INV119857,Approved,Low,No,Chennai,Miscellaneous,No,No,No
TXN00348,2024-02-10 21:42:00,Procurement,Schneider Electric,EMP1004,383300.89,Bank Transfer,INV144316,Pending,Low,No,Hyderabad,Miscellaneous,No,No,Yes
TXN00423,2024-04-05 19:07:00,Sales,Berger Paints,EMP1364,20655.97,Bank Transfer,INV621199,Pending,Low,No,Hyderabad,Salary,No,No,Yes
TXN00920,2024-06-10 23:07:00,HR,Dabur India,EMP1376,1442771.53,Cheque,INV479459,Pending,Medium,Yes,Delhi,Equipment,No,No,No
TXN00174,2024-06-17 07:24:00,IT,Dr Reddy Labs,EMP1256,277568.05,Cheque,INV453961,Approved,Medium,No,Ahmedabad,Miscellaneous,No,No,Yes
TXN00893,2024-02-06 13:38:00,IT,Reliance Industries,EMP1455,6135689.39,Cheque,INV383648,Pending,High,Yes,Delhi,Travel,No,Yes,Yes
TXN00269,2024-08-23 08:13:00,Procurement,Asian Paints,EMP1347,262715.76,Credit Card,INV712879,Approved,Low,No,Pune,Consulting,No,No,Yes
TXN00150,2024-03-15 09:02:00,Sales,Reliance Industries,EMP1178,462384.77,Credit Card,INV883641,Approved,Low,No,Hyderabad,Salary,No,No,No
TXN00107,2024-01-21 07:45:00,Procurement,Dabur India,EMP1269,263760.28,Bank Transfer,INV490963,Rejected,Low,Yes,Pune,Software,No,No,Yes
TXN00128,2024-07-06 12:20:00,Sales,Dr Reddy Labs,EMP1492,61157.06,Credit Card,INV623285,Approved,High,Yes,Delhi,Equipment,No,No,Yes
TXN00439,2024-01-16 07:27:00,IT,HUL,EMP1321,162473.02,Bank Transfer,INV500099,Approved,Low,No,Bangalore,Salary,No,No,Yes
TXN00451,2024-11-29 08:21:00,Sales,Biocon,EMP1411,53647.01,Credit Card,INV510154,Approved,Medium,No,Chennai,Consulting,No,No,Yes
TXN00629,2024-07-21 06:19:00,Procurement,ITC Ltd,EMP1293,82818.62,Cheque,INV366893,Approved,Low,Yes,Ahmedabad,Consulting,No,No,Yes
TXN00668,2024-02-15 03:40:00,IT,Havells India,EMP1417,75643.17,Credit Card,INV884639,Approved,Low,No,Ahmedabad,Travel,No,No,Yes
TXN00373,2024-06-11 17:50:00,Sales,Dabur India,EMP1376,100517.82,Credit Card,INV475565,Approved,Low,Yes,Ahmedabad,Consulting,No,No,No
TXN00925,2024-03-06 12:44:00,IT,Dr Reddy Labs,EMP1365,546079.05,Credit Card,INV964776,Pending,High,Yes,Delhi,Software,No,Yes,No
TXN00408,2024-08-18 00:11:00,Procurement,3M India,EMP1460,357754.02,Bank Transfer,INV576769,Approved,Low,No,Bangalore,Software,No,No,Yes
TXN00300,2024-06-09 22:47:00,IT,Eaton India,EMP1112,104440.1,Credit Card,INV404694,Approved,High,Yes,Bangalore,Software,No,No,Yes
TXN00062,2024-09-08 02:30:00,Sales,Nestle India,EMP1171,163923.84,Bank Transfer,INV268637,Approved,Medium,No,Kolkata,Infrastructure,No,No,Yes
TXN00493,2024-08-16 11:05:00,Sales,HCL Tech,EMP1312,322449.76,Credit Card,INV332934,Pending,Medium,No,Delhi,Consulting,No,No,No
TXN00450,2024-09-28 13:00:00,Sales,Dabur India,EMP1196,340854.24,UPI,INV816047,Rejected,Low,Yes,Pune,Infrastructure,No,No,Yes
TXN00907,2024-09-30 14:27:00,IT,Honeywell Automation,EMP1394,850532.36,Bank Transfer,INV499812,Pending,High,Yes,Chennai,Salary,No,Yes,No
TXN00547,2024-11-06 21:51:00,IT,Wipro Technologies,EMP1003,130560.16,Credit Card,INV417201,Rejected,Medium,Yes,Bangalore,Consulting,No,Yes,Yes
TXN00124,2024-09-11 22:31:00,Sales,Bosch India,EMP1137,401568.3,Credit Card,INV182760,Approved,High,Yes,Bangalore,Consulting,No,No,Yes
TXN00710,2024-05-30 08:13:00,Finance,Eaton India,EMP1292,199842.63,Cheque,INV774206,Approved,Medium,No,Ahmedabad,Travel,No,No,Yes
TXN00267,2024-10-19 06:54:00,HR,Sun Pharma,EMP1347,107331.84,Credit Card,INV638214,Approved,Medium,No,Mumbai,Miscellaneous,No,No,Yes
TXN00901,2024-12-23 17:32:00,Finance,HCL Tech,EMP1178,1365574.26,UPI,INV609825,Pending,Medium,Yes,Chennai,Salary,No,Yes,No
TXN00073,2024-01-29 09:22:00,Sales,Britannia,EMP1075,125877.73,Bank Transfer,INV814919,Pending,Low,Yes,Kolkata,Consulting,No,No,No
TXN00395,2024-05-29 20:24:00,HR,ITC Ltd,EMP1261,488422.91,Bank Transfer,INV430779,Approved,Low,Yes,Chennai,Consulting,No,No,Yes
TXN00482,2024-10-13 22:04:00,IT,Bajaj Auto,EMP1071,490719.55,Bank Transfer,INV219073,Approved,Medium,No,Chennai,Infrastructure,No,No,Yes
TXN00533,2024-05-01 19:07:00,Sales,Pidilite Industries,EMP1427,294241.48,Bank Transfer,INV884727,Approved,High,Yes,Chennai,Salary,No,No,Yes
TXN00796,2024-09-27 07:36:00,Procurement,Jyothy Labs,EMP1500,143868.09,Credit Card,INV606154,Approved,Low,No,Delhi,Equipment,No,No,Yes
TXN00744,2024-04-14 00:23:00,IT,Emami Ltd,EMP1491,71128.38,Bank Transfer,INV466317,Approved,Medium,No,Bangalore,Equipment,No,No,Yes
TXN00941,2024-08-02 14:20:00,HR,Britannia,EMP1060,387862.49,Credit Card,INV792702,Pending,Medium,Yes,Kolkata,Software,No,Yes,No
TXN00072,2024-11-12 02:15:00,Sales,Sun Pharma,EMP1383,49737.77,UPI,INV897305,Approved,Medium,No,Hyderabad,Travel,No,Yes,Yes
TXN00754,2024-01-20 09:10:00,HR,Marico Ltd,EMP1041,443175.92,Bank Transfer,INV853362,Approved,Low,No,Bangalore,Infrastructure,No,No,Yes
TXN00963,2024-12-25 23:12:00,Finance,Siemens India,EMP1235,298276.35,Cash,INV755331,Pending,High,Yes,Bangalore,Travel,No,Yes,Yes
TXN00164,2024-04-24 00:48:00,Finance,Asian Paints,EMP1238,338382.43,Bank Transfer,INV657772,Approved,Low,No,Bangalore,Equipment,No,No,Yes
TXN00340,2024-09-23 09:45:00,IT,HCL Tech,EMP1485,387936.18,Bank Transfer,INV618382,Approved,Low,No,Hyderabad,Salary,No,Yes,No
TXN00701,2024-02-26 21:35:00,Procurement,Tech Mahindra,EMP1169,321887.86,Bank Transfer,INV449718,Pending,Low,No,Hyderabad,Travel,No,No,Yes
TXN00513,2024-08-07 06:54:00,Finance,Emami Ltd,EMP1481,341169.9,Bank Transfer,INV806906,Approved,Low,No,Delhi,Travel,No,No,Yes
TXN00613,2024-06-23 01:52:00,Sales,Bosch India,EMP1407,122188.11,Bank Transfer,INV729108,Approved,Medium,No,Delhi,Travel,No,No,Yes
TXN00836,2024-04-15 23:05:00,Finance,Aurobindo Pharma,EMP1122,154069.84,Cash,INV540218,Approved,High,Yes,Ahmedabad,Consulting,Yes,No,No
TXN00248,2024-11-09 07:40:00,IT,HDFC Bank,EMP1480,250611.6,Bank Transfer,INV181586,Approved,High,Yes,Bangalore,Software,No,No,Yes
TXN00455,2024-12-20 21:49:00,Sales,Cipla Ltd,EMP1083,391461.99,Bank Transfer,INV165417,Approved,Low,Yes,Hyderabad,Salary,No,No,Yes
TXN00251,2024-01-18 09:01:00,Sales,Cipla Ltd,EMP1488,56838.9,Bank Transfer,INV493696,Approved,Low,No,Delhi,Equipment,No,No,No
TXN00471,2024-12-09 01:03:00,Sales,Aurobindo Pharma,EMP1108,220162.46,Bank Transfer,INV944264,Pending,Low,Yes,Mumbai,Consulting,No,No,Yes
TXN00473,2024-06-15 07:06:00,HR,Nestle India,EMP1446,103978.14,Cheque,INV177101,Approved,Low,No,Bangalore,Salary,No,No,Yes
TXN00592,2024-07-21 10:34:00,Finance,Dabur India,EMP1377,142300.67,Bank Transfer,INV273659,Approved,Low,No,Hyderabad,Consulting,No,No,Yes
TXN00212,2024-08-07 06:44:00,HR,Asian Paints,EMP1082,437839.57,Cheque,INV197874,Approved,Low,No,Bangalore,Travel,No,No,Yes
TXN00032,2024-12-06 10:39:00,Sales,ICICI Bank,EMP1369,450523.18,Bank Transfer,INV799287,Approved,Low,No,Bangalore,Salary,No,No,No
TXN00067,2024-07-31 10:59:00,IT,Biocon,EMP1421,6269.8,Credit Card,INV978157,Approved,High,Yes,Ahmedabad,Infrastructure,No,No,No
TXN00903,2024-02-28 00:31:00,Finance,Biocon,EMP1143,944124.21,Credit Card,INV967359,Pending,High,Yes,Mumbai,Equipment,No,No,No
TXN00136,2024-09-11 20:34:00,Sales,Asian Paints,EMP1248,126214.57,Cheque,INV525818,Approved,Low,Yes,Ahmedabad,Miscellaneous,No,No,Yes
TXN00331,2024-11-06 15:55:00,Procurement,Tata Motors,EMP1113,416029.97,Credit Card,INV933215,Approved,Medium,No,Hyderabad,Salary,No,No,No
TXN00205,2024-01-22 23:28:00,IT,Bajaj Auto,EMP1218,55696.14,Cheque,INV887842,Approved,Medium,Yes,Hyderabad,Equipment,No,No,Yes
TXN00636,2024-06-30 10:14:00,Procurement,Britannia,EMP1352,377549.96,Credit Card,INV824061,Approved,Low,Yes,Mumbai,Salary,No,No,Yes
TXN00885,2024-09-27 06:05:00,IT,TCS,EMP1323,9198742.54,Bank Transfer,INV134853,Pending,High,Yes,Mumbai,Equipment,No,Yes,Yes
TXN00246,2024-06-03 10:08:00,HR,Britannia,EMP1406,321436.67,Bank Transfer,INV432695,Approved,High,Yes,Pune,Salary,No,No,No
TXN00378,2024-10-29 08:03:00,Sales,Sun Pharma,EMP1311,360333.37,Cash,INV318877,Approved,High,Yes,Delhi,Miscellaneous,No,No,Yes
TXN00469,2024-09-12 19:05:00,Sales,Havells India,EMP1215,7262.17,Bank Transfer,INV223215,Rejected,High,Yes,Pune,Infrastructure,No,No,Yes
TXN00166,2024-07-24 14:14:00,IT,Bajaj Auto,EMP1387,432546.47,Bank Transfer,INV628373,Rejected,Low,Yes,Pune,Consulting,No,No,No
TXN00198,2024-07-26 20:11:00,HR,Eaton India,EMP1337,218906.55,Cash,INV743937,Pending,Low,No,Mumbai,Software,No,No,Yes
TXN00524,2024-04-15 10:31:00,IT,Pidilite Industries,EMP1086,309339.8,Bank Transfer,INV557169,Approved,Medium,No,Delhi,Infrastructure,No,No,No
TXN00566,2024-12-25 14:31:00,Procurement,TCS,EMP1441,227510.56,Bank Transfer,INV409153,Approved,Medium,Yes,Mumbai,Travel,No,No,No
TXN00764,2024-12-16 13:17:00,Sales,Eaton India,EMP1091,46377.69,Bank Transfer,INV524745,Approved,Medium,No,Kolkata,Consulting,No,No,No
TXN00616,2024-12-11 00:29:00,IT,Pidilite Industries,EMP1301,100278.25,Bank Transfer,INV724086,Approved,Low,No,Bangalore,Software,No,No,Yes
TXN00642,2024-08-23 14:36:00,Finance,Reliance Industries,EMP1148,324918.07,Cheque,INV463627,Approved,Medium,No,Bangalore,Miscellaneous,No,No,No
TXN00380,2024-02-19 03:46:00,HR,Siemens India,EMP1198,98782.9,Bank Transfer,INV360846,Approved,High,Yes,Kolkata,Software,No,No,Yes
TXN00094,2024-10-20 07:51:00,Procurement,ABB India,EMP1499,384879.1,Credit Card,INV807764,Approved,Low,No,Hyderabad,Travel,No,No,Yes
TXN00484,2024-12-13 17:57:00,Sales,Dabur India,EMP1318,187232.2,Credit Card,INV826897,Pending,High,Yes,Delhi,Salary,No,No,No
TXN00864,2024-04-12 08:08:00,Procurement,ABB India,EMP1103,4257966.99,Bank Transfer,INV694191,Pending,High,Yes,Ahmedabad,Consulting,No,Yes,Yes
TXN00722,2024-02-19 21:00:00,IT,Axis Bank,EMP1170,183481.51,Cheque,INV879020,Pending,Low,No,Hyderabad,Salary,No,No,Yes
TXN00256,2024-05-17 18:03:00,HR,HDFC Bank,EMP1044,335729.88,Cheque,INV534096,Rejected,Low,Yes,Mumbai,Infrastructure,No,No,Yes
TXN00683,2024-03-05 16:42:00,IT,3M India,EMP1114,57760.03,Cash,INV993766,Approved,Low,No,Chennai,Miscellaneous,No,No,No
TXN00814,2024-08-30 18:00:00,Sales,Infosys Ltd,EMP1176,348428.64,Bank Transfer,INV571923,Approved,High,Yes,Chennai,Salary,Yes,No,Yes
TXN00716,2024-09-13 00:49:00,HR,HCL Tech,EMP1348,415768.7,Bank Transfer,INV726090,Approved,Low,No,Ahmedabad,Travel,No,No,Yes
TXN00694,2024-09-28 15:04:00,IT,3M India,EMP1276,358305.82,Credit Card,INV230117,Pending,Low,No,Delhi,Salary,No,No,Yes
TXN00700,2024-12-02 20:52:00,IT,Johnson Controls,EMP1084,212744.8,Bank Transfer,INV926051,Approved,Low,No,Delhi,Equipment,No,No,Yes
TXN00748,2024-03-29 16:10:00,Finance,HUL,EMP1427,214692.28,Cheque,INV576364,Approved,Medium,No,Hyderabad,Software,No,No,No
TXN00083,2024-12-22 17:26:00,IT,SBI,EMP1454,210367.84,Bank Transfer,INV613117,Approved,High,Yes,Hyderabad,Travel,No,No,Yes
TXN00516,2024-08-20 03:07:00,Sales,Jyothy Labs,EMP1255,119256.79,Cheque,INV131167,Approved,Low,Yes,Mumbai,Salary,No,No,Yes
TXN00635,2024-08-07 22:26:00,HR,Dabur India,EMP1231,427207.34,Cash,INV245699,Approved,Low,No,Mumbai,Miscellaneous,No,No,Yes
TXN00625,2024-03-14 04:50:00,HR,L&T Construction,EMP1273,192206.79,Bank Transfer,INV728672,Approved,Medium,No,Chennai,Infrastructure,No,No,Yes
TXN00142,2024-11-15 21:39:00,Finance,Axis Bank,EMP1500,52857.34,Bank Transfer,INV455556,Approved,Low,Yes,Kolkata,Consulting,No,Yes,Yes
TXN00230,2024-05-01 13:31:00,Finance,SBI,EMP1365,143513.51,Cash,INV342716,Pending,Low,No,Pune,Miscellaneous,No,No,No
TXN00634,2024-04-26 23:47:00,HR,Emami Ltd,EMP1120,260333.55,Credit Card,INV894423,Approved,Medium,No,Delhi,Equipment,No,No,Yes
TXN00030,2024-12-13 17:21:00,Finance,ICICI Bank,EMP1450,485348.3,Bank Transfer,INV378361,Approved,Low,No,Pune,Miscellaneous,No,No,No
TXN00682,2024-06-09 12:36:00,Finance,Asian Paints,EMP1032,297079.59,Bank Transfer,INV507000,Rejected,Low,Yes,Pune,Infrastructure,No,No,Yes
TXN00194,2024-12-12 20:25:00,Sales,Britannia,EMP1055,10221.15,Bank Transfer,INV635482,Approved,Low,No,Chennai,Miscellaneous,No,No,Yes
TXN00421,2024-08-23 17:57:00,Sales,Marico Ltd,EMP1402,408012.48,Cheque,INV158743,Pending,Low,No,Pune,Consulting,No,No,No
TXN00658,2024-08-14 20:00:00,Finance,Jyothy Labs,EMP1036,477062.29,Bank Transfer,INV248407,Rejected,Low,Yes,Bangalore,Consulting,No,No,Yes
TXN00728,2024-05-31 22:17:00,IT,ICICI Bank,EMP1088,115845.08,Bank Transfer,INV406019,Approved,Low,No,Bangalore,Equipment,No,No,Yes
TXN00595,2024-01-12 10:27:00,HR,Nestle India,EMP1013,430525.96,Bank Transfer,INV369670,Approved,High,Yes,Bangalore,Equipment,No,No,No
TXN00946,2024-09-22 06:23:00,IT,L&T Construction,EMP1081,1281501.22,Cheque,INV852689,Pending,Medium,Yes,Bangalore,Equipment,No,No,No
TXN00101,2024-11-12 14:53:00,Sales,Reliance Industries,EMP1224,423019.76,Bank Transfer,INV717476,Approved,Low,No,Pune,Salary,No,No,No
TXN00177,2024-01-04 17:35:00,Procurement,Infosys Ltd,EMP1009,267061.74,Bank Transfer,INV400614,Approved,Medium,No,Bangalore,Travel,No,No,No
TXN00792,2024-07-23 02:35:00,Sales,Jyothy Labs,EMP1314,28301.02,Bank Transfer,INV576663,Approved,Medium,No,Pune,Consulting,No,No,Yes
TXN00343,2024-05-21 07:38:00,HR,Marico Ltd,EMP1477,204958.45,Cash,INV283537,Approved,Low,Yes,Hyderabad,Equipment,No,No,Yes
TXN00678,2024-12-10 17:55:00,Procurement,Tata Motors,EMP1459,225911.92,Bank Transfer,INV794830,Approved,Low,No,Delhi,Travel,No,No,No
TXN00004,2024-05-30 20:39:00,Sales,Honeywell Automation,EMP1099,353763.06,Cash,INV338968,Pending,High,Yes,Chennai,Infrastructure,No,No,Yes
TXN00296,2024-07-28 03:16:00,IT,L&T Construction,EMP1097,64769.17,Cheque,INV326061,Approved,Medium,No,Delhi,Infrastructure,No,No,Yes
TXN00410,2024-03-28 10:36:00,HR,Tata Motors,EMP1445,76580.65,Credit Card,INV153802,Approved,Low,No,Ahmedabad,Equipment,No,No,No
TXN00182,2024-07-18 21:57:00,IT,Pidilite Industries,EMP1197,379026.59,Bank Transfer,INV822794,Approved,Low,No,Mumbai,Travel,No,No,Yes
TXN00161,2024-03-08 16:26:00,Procurement,Honeywell Automation,EMP1030,281604.61,Credit Card,INV423139,Approved,Low,No,Chennai,Consulting,No,Yes,No
TXN00461,2024-09-06 02:56:00,Procurement,L&T Construction,EMP1072,22670.65,Cash,INV721748,Approved,Low,No,Hyderabad,Miscellaneous,No,No,Yes
TXN00294,2024-06-23 11:52:00,Finance,Sun Pharma,EMP1433,229957.69,Credit Card,INV749863,Approved,Medium,No,Ahmedabad,Travel,No,No,Yes
TXN00927,2024-12-24 04:46:00,HR,3M India,EMP1470,1257143.19,UPI,INV187859,Pending,Medium,Yes,Mumbai,Consulting,No,No,No
TXN00507,2024-08-08 01:12:00,Finance,Wipro Technologies,EMP1407,331595.48,Credit Card,INV591868,Approved,Low,Yes,Mumbai,Infrastructure,No,No,Yes
TXN00414,2024-04-01 05:43:00,Sales,Schneider Electric,EMP1339,347299.24,Credit Card,INV925551,Approved,High,Yes,Pune,Travel,No,No,Yes
TXN00782,2024-06-26 15:39:00,IT,Siemens India,EMP1003,83402.19,Credit Card,INV227500,Approved,Low,Yes,Bangalore,Salary,No,No,No
TXN00402,2024-04-28 19:14:00,HR,TCS,EMP1184,44340.34,Credit Card,INV240600,Approved,Medium,No,Pune,Salary,No,No,Yes
TXN00867,2024-06-03 07:37:00,IT,Godrej Industries,EMP1066,6656673.07,Credit Card,INV407592,Approved,High,Yes,Kolkata,Salary,No,Yes,Yes
